ticket_id,reporter_id,datum,kategorie,priorita,status,popis
2417,491,2024-02-15 15:47:00,Software,P3,pending,Mohli byste mi prosím přidat licenci na VS Code?
2418,171,2025-05-09 12:30:00,Ostatní,P2,closed,Nefunguje kávovar v 3. patře.
2419,264,2024-04-12 12:07:00,Software,P3,closed,Po updatu Jira se mi rozbilo SSO login.
2420,152,2024-02-01 12:15:00,Software,P4,closed,Po updatu VS Code se mi rozbilo notifikace.
2421,152,2024-08-29 10:06:00,Ostatní,P4,closed,Klimatizace v open-spacu zase netáhne.
2422,799,2025-03-06 12:49:00,Účet a přístup,P4,pending,Zapomněl/a jsem heslo do Slack.
2423,876,2024-09-02 16:59:00,Software,P4,pending,Po updatu Jira se mi rozbilo SSO login.
2424,461,2024-04-30 13:46:00,Software,P3,pending,Nejde mi nainstalovat Slack. Vyhazuje to chybu.
2425,546,2024-08-22 17:28:00,Hardware,P4,closed,monitor přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
2426,584,2025-02-03 09:27:00,Účet a přístup,P4,closed,Zapomněl/a jsem heslo do interní portál.
2427,147,2024-02-01 13:23:00,Hardware,P3,closed,Prosím o výměnu headset — je už za zenitem.
2428,9002,2025-03-10 08:49:00,Software,P3,closed,Po updatu Excel se mi rozbilo notifikace.
2429,160,2024-01-11 09:34:00,Software,P3,closed,Po updatu Figma se mi rozbilo VPN integrace.
2430,718,2024-08-23 11:40:00,Ostatní,P1,closed,Nefunguje kávovar v 3. patře.
2431,790,2024-05-18 14:23:00,Software,P3,closed,Nejde mi nainstalovat Excel. Vyhazuje to chybu.
2432,753,2024-12-08 10:56:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Jira?
2433,460,2024-03-15 15:48:00,Účet a přístup,P2,open,Zapomněl/a jsem heslo do interní portál.
2434,434,2024-07-27 14:27:00,Software,P3,closed,Nejde mi nainstalovat Slack. Vyhazuje to chybu.
2435,495,2025-02-15 09:51:00,Účet a přístup,P3,open,Zapomněl/a jsem heslo do Slack.
2436,417,2024-04-13 12:27:00,Software,P3,closed,Nejde mi nainstalovat Figma. Vyhazuje to chybu.
2437,197,2024-11-27 13:53:00,Účet a přístup,P3,closed,Můj VPN profil nefunguje od pondělí.
2438,224,2024-03-09 08:45:00,Hardware,P3,closed,Nefunguje mi dock. Můžete se na to podívat?
2439,822,2024-11-04 13:57:00,Účet a přístup,P1,pending,Zapomněl/a jsem heslo do Confluence.
2440,603,2024-05-08 15:02:00,Hardware,P4,closed,Prosím o výměnu myš — je už za zenitem.
2441,257,2024-11-29 11:35:00,Hardware,P3,pending,Prosím o výměnu myš — je už za zenitem.
2442,925,2025-04-06 09:27:00,Hardware,P4,closed,myš přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
2443,73,2025-03-16 17:20:00,Software,P2,closed,Po updatu Jira se mi rozbilo VPN integrace.
2444,245,2025-04-23 17:04:00,Software,P1,open,Po updatu VS Code se mi rozbilo SSO login.
2445,454,2024-10-11 10:15:00,Hardware,P2,closed,myš přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
2446,584,2024-01-12 13:28:00,Ostatní,P4,pending,Nefunguje kávovar v 3. patře.
2447,1000,2024-05-28 13:55:00,Hardware,P3,closed,Prosím o výměnu myš — je už za zenitem.
2448,862,2024-03-16 12:41:00,Hardware,P2,closed,dock přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
2449,507,2024-12-24 13:51:00,Hardware,P4,closed,Prosím o výměnu monitor — je už za zenitem.
2450,94,2024-04-25 16:04:00,Software,P3,pending,Nejde mi nainstalovat VS Code. Vyhazuje to chybu.
2451,515,2024-02-04 14:56:00,Hardware,P3,closed,Nefunguje mi monitor. Můžete se na to podívat?
2452,755,2024-01-10 12:08:00,Hardware,P1,pending,Nefunguje mi monitor. Můžete se na to podívat?
2453,291,2025-01-31 14:08:00,Účet a přístup,P4,closed,Můj VPN profil nefunguje od pondělí.
2454,329,2024-10-14 09:13:00,Hardware,P3,closed,Prosím o výměnu notebook — je už za zenitem.
2455,139,2025-01-07 16:11:00,Software,P2,pending,Mohli byste mi prosím přidat licenci na Figma?
2456,72,2024-06-01 11:59:00,Hardware,P3,pending,Prosím o výměnu myš — je už za zenitem.
2457,95,2025-02-10 16:00:00,Ostatní,P3,closed,Klimatizace v open-spacu zase netáhne.
2458,753,2024-01-13 11:44:00,Ostatní,P3,closed,Klimatizace v open-spacu zase netáhne.
2459,907,2024-10-17 16:34:00,Účet a přístup,P2,open,Nemám přístup ke sdílenému disku týmu.
2460,333,2024-01-17 13:43:00,Software,P4,pending,Po updatu Figma se mi rozbilo notifikace.
2461,213,2024-05-21 13:08:00,Ostatní,P3,closed,Nefunguje kávovar v 3. patře.
2462,867,2024-08-31 11:35:00,Software,P2,closed,Po updatu Jira se mi rozbilo SSO login.
2463,619,2024-09-10 15:52:00,Účet a přístup,P3,closed,Zapomněl/a jsem heslo do Slack.
2464,84,2024-05-21 13:21:00,Účet a přístup,P3,closed,Zapomněl/a jsem heslo do Jira.
2465,121,2024-08-28 12:59:00,Software,P2,open,Nejde mi nainstalovat Excel. Vyhazuje to chybu.
2466,282,2024-12-31 13:31:00,Účet a přístup,P4,pending,Zapomněl/a jsem heslo do Confluence.
2467,820,2024-03-25 17:43:00,Hardware,P2,pending,Nefunguje mi dock. Můžete se na to podívat?
2468,910,2025-01-19 15:13:00,Účet a přístup,P2,closed,Nemám přístup ke sdílenému disku týmu.
2469,411,2024-12-27 16:34:00,Hardware,P4,open,Prosím o výměnu headset — je už za zenitem.
2470,187,2024-11-26 10:46:00,Hardware,P3,closed,notebook přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
2471,157,2025-02-13 13:43:00,Software,P3,closed,Po updatu Excel se mi rozbilo SSO login.
2472,518,2024-06-19 16:33:00,Účet a přístup,P2,open,Zapomněl/a jsem heslo do interní portál.
2473,560,2024-06-20 10:34:00,Software,P3,pending,Mohli byste mi prosím přidat licenci na Figma?
2474,437,2025-02-03 08:07:00,Software,P2,pending,Po updatu Excel se mi rozbilo SSO login.
2475,535,2025-04-06 09:47:00,Software,P2,closed,Po updatu Slack se mi rozbilo VPN integrace.
2476,43,2025-03-06 12:25:00,Software,P3,closed,Po updatu Excel se mi rozbilo VPN integrace.
2477,801,2024-09-30 11:06:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Jira?
2478,501,2024-08-26 17:02:00,Software,P2,open,Mohli byste mi prosím přidat licenci na Excel?
2479,53,2024-12-10 17:10:00,Software,P1,closed,Mohli byste mi prosím přidat licenci na Jira?
2480,663,2024-09-15 17:23:00,Hardware,P3,closed,dock přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
2481,879,2025-03-23 08:39:00,Software,P4,closed,Po updatu Figma se mi rozbilo notifikace.
2482,398,2024-10-29 11:53:00,Účet a přístup,P3,closed,Můj VPN profil nefunguje od pondělí.
2483,637,2024-03-31 09:27:00,Software,P2,closed,Nejde mi nainstalovat Jira. Vyhazuje to chybu.
2484,993,2024-03-13 17:35:00,Ostatní,P1,closed,Někdo mi v ledničce snědl oběd. Co s tím?
2485,702,2024-12-21 09:39:00,Hardware,P1,pending,monitor přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
2486,707,2024-12-22 16:35:00,Software,P4,pending,Po updatu VS Code se mi rozbilo notifikace.
2487,1004,2024-04-24 08:15:00,Software,P3,closed,Po updatu Excel se mi rozbilo sdílení obrazovky.
2488,63,2024-11-28 10:04:00,Software,P4,closed,Po updatu Jira se mi rozbilo notifikace.
2489,635,2025-04-05 09:05:00,Software,P2,pending,Mohli byste mi prosím přidat licenci na Figma?
2490,463,2024-07-16 10:48:00,Hardware,P3,closed,dock přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
2491,974,2024-08-04 10:35:00,Ostatní,P3,closed,Nefunguje kávovar v 3. patře.
2492,615,2025-01-21 17:27:00,Hardware,P3,pending,Prosím o výměnu headset — je už za zenitem.
2493,284,2024-01-12 15:36:00,Ostatní,P3,closed,Někdo mi v ledničce snědl oběd. Co s tím?
2494,666,2025-04-28 15:46:00,Hardware,P3,closed,Nefunguje mi notebook. Můžete se na to podívat?
2495,130,2024-12-01 16:38:00,Hardware,P4,closed,Nefunguje mi headset. Můžete se na to podívat?
2496,638,2024-08-19 11:07:00,Hardware,P2,closed,Nefunguje mi notebook. Můžete se na to podívat?
2497,992,2024-02-21 13:17:00,Hardware,P4,closed,Prosím o výměnu notebook — je už za zenitem.
2498,924,2025-03-23 10:16:00,Hardware,P3,pending,Nefunguje mi notebook. Můžete se na to podívat?
2499,854,2024-02-18 09:52:00,Software,P3,open,Po updatu VS Code se mi rozbilo VPN integrace.
2500,925,2024-03-21 11:45:00,Software,P2,pending,Po updatu Figma se mi rozbilo VPN integrace.
2501,776,2024-08-21 17:33:00,Účet a přístup,P4,closed,Zapomněl/a jsem heslo do interní portál.
2502,961,2024-04-25 14:14:00,Účet a přístup,P3,pending,Nemám přístup ke sdílenému disku týmu.
2503,409,2024-02-12 17:53:00,Software,P2,closed,Mohli byste mi prosím přidat licenci na Excel?
2504,234,2024-04-12 08:10:00,Software,P3,closed,Po updatu Figma se mi rozbilo SSO login.
2505,528,2024-10-28 13:32:00,Software,P4,pending,Po updatu VS Code se mi rozbilo notifikace.
2506,287,2025-03-05 17:31:00,Ostatní,P3,closed,Někdo mi v ledničce snědl oběd. Co s tím?
2507,146,2025-03-22 09:25:00,Hardware,P2,pending,Nefunguje mi dock. Můžete se na to podívat?
2508,486,2024-02-25 13:58:00,Software,P4,open,Mohli byste mi prosím přidat licenci na Slack?
2509,260,2025-01-24 13:54:00,Hardware,P3,closed,Prosím o výměnu myš — je už za zenitem.
2510,590,2024-07-02 17:52:00,Hardware,P3,open,Prosím o výměnu myš — je už za zenitem.
2511,844,2024-12-20 09:06:00,Účet a přístup,P3,closed,Zapomněl/a jsem heslo do interní portál.
2512,640,2024-01-11 08:48:00,Software,P3,closed,Po updatu Figma se mi rozbilo SSO login.
2513,149,2025-01-29 12:05:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Slack?
2514,801,2024-09-26 12:42:00,Hardware,P2,closed,Nefunguje mi notebook. Můžete se na to podívat?
2515,936,2024-12-20 12:59:00,Hardware,P3,closed,Nefunguje mi myš. Můžete se na to podívat?
2516,191,2025-02-24 17:52:00,Ostatní,P4,pending,Klimatizace v open-spacu zase netáhne.
2517,738,2024-08-02 11:51:00,Hardware,P3,closed,Prosím o výměnu klávesnice — je už za zenitem.
2518,745,2024-05-09 12:56:00,Hardware,P3,pending,monitor přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
2519,933,2024-08-08 15:27:00,Účet a přístup,P4,pending,Zapomněl/a jsem heslo do interní portál.
2520,405,2024-03-23 14:37:00,Hardware,P3,closed,Nefunguje mi headset. Můžete se na to podívat?
2521,1005,2024-08-21 10:24:00,Software,P4,pending,Mohli byste mi prosím přidat licenci na Slack?
2522,415,2024-10-13 13:35:00,Software,P3,closed,Nejde mi nainstalovat Jira. Vyhazuje to chybu.
2523,605,2024-11-18 13:25:00,Hardware,P2,closed,dock přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
2524,205,2024-07-20 15:17:00,Hardware,P3,closed,headset přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
2525,584,2024-09-04 12:53:00,Hardware,P3,closed,klávesnice přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
2526,575,2024-03-16 15:28:00,Účet a přístup,P3,closed,Nemám přístup ke sdílenému disku týmu.
2527,563,2024-04-09 17:28:00,Ostatní,P3,closed,Někdo mi v ledničce snědl oběd. Co s tím?
2528,111,2025-01-16 13:08:00,Ostatní,P1,closed,Nefunguje kávovar v 3. patře.
2529,245,2024-02-14 14:45:00,Účet a přístup,P2,closed,Zapomněl/a jsem heslo do Confluence.
2530,522,2025-04-27 11:19:00,Ostatní,P2,closed,Nefunguje kávovar v 3. patře.
2531,455,2024-05-26 12:28:00,Software,P2,open,Po updatu Jira se mi rozbilo sdílení obrazovky.
2532,738,2024-11-25 10:50:00,Hardware,P3,closed,Nefunguje mi dock. Můžete se na to podívat?
2533,447,2024-09-05 10:29:00,Ostatní,P1,open,Někdo mi v ledničce snědl oběd. Co s tím?
2534,155,2024-03-31 17:59:00,Ostatní,P3,closed,Klimatizace v open-spacu zase netáhne.
2535,712,2025-01-23 17:36:00,Ostatní,P3,open,Klimatizace v open-spacu zase netáhne.
2536,194,2024-07-27 11:02:00,Hardware,P2,closed,Prosím o výměnu dock — je už za zenitem.
2537,271,2024-09-04 10:23:00,Software,P3,closed,Po updatu VS Code se mi rozbilo SSO login.
2538,828,2024-07-07 17:06:00,Účet a přístup,P3,closed,Nemám přístup ke sdílenému disku týmu.
2539,806,2024-12-29 10:46:00,Software,P2,closed,Po updatu VS Code se mi rozbilo sdílení obrazovky.
2540,562,2024-06-10 08:33:00,Software,P1,closed,Nejde mi nainstalovat Jira. Vyhazuje to chybu.
2541,121,2024-02-18 17:43:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Slack?
2542,376,2024-04-21 10:09:00,Software,P3,closed,Nejde mi nainstalovat Jira. Vyhazuje to chybu.
2543,143,2025-02-10 09:45:00,Software,P2,closed,Mohli byste mi prosím přidat licenci na VS Code?
2544,313,2024-12-07 09:51:00,Software,P4,closed,Po updatu Excel se mi rozbilo notifikace.
2545,9221,2024-08-10 12:04:00,Účet a přístup,P2,closed,Nemám přístup ke sdílenému disku týmu.
2546,38,2025-04-21 15:36:00,Hardware,P4,pending,Nefunguje mi headset. Můžete se na to podívat?
2547,269,2025-05-05 15:44:00,Software,P2,closed,Mohli byste mi prosím přidat licenci na Jira?
2548,270,2024-08-27 15:42:00,Software,P2,closed,Mohli byste mi prosím přidat licenci na Figma?
2549,203,2025-03-27 16:22:00,Software,P3,pending,Po updatu Excel se mi rozbilo SSO login.
2550,824,2025-03-17 14:08:00,Software,P3,closed,Nejde mi nainstalovat Excel. Vyhazuje to chybu.
2551,368,2024-08-08 16:24:00,Hardware,P1,closed,Prosím o výměnu dock — je už za zenitem.
2552,658,2024-12-28 15:40:00,Hardware,P3,closed,Prosím o výměnu notebook — je už za zenitem.
2553,317,2024-02-17 14:56:00,Hardware,P4,closed,Nefunguje mi dock. Můžete se na to podívat?
2554,365,2024-10-30 10:33:00,Software,P3,closed,Po updatu Jira se mi rozbilo SSO login.
2555,102,2024-10-24 17:28:00,Účet a přístup,P3,pending,Zapomněl/a jsem heslo do Slack.
2556,338,2024-10-29 14:50:00,Hardware,P3,closed,Nefunguje mi klávesnice. Můžete se na to podívat?
2557,587,2025-05-01 16:44:00,Hardware,P3,closed,Prosím o výměnu notebook — je už za zenitem.
2558,239,2025-04-16 09:03:00,Software,P2,closed,Po updatu Jira se mi rozbilo SSO login.
2559,564,2024-04-11 12:57:00,Účet a přístup,P4,pending,Zapomněl/a jsem heslo do Slack.
2560,76,2024-05-26 17:32:00,Účet a přístup,P3,closed,Můj VPN profil nefunguje od pondělí.
2561,753,2025-03-23 08:06:00,Účet a přístup,P2,closed,Zapomněl/a jsem heslo do Confluence.
2562,828,2024-05-02 10:15:00,Hardware,P4,closed,Prosím o výměnu monitor — je už za zenitem.
2563,146,2024-05-17 15:59:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Figma?
2564,463,2024-11-02 14:12:00,Software,P4,open,Po updatu Slack se mi rozbilo sdílení obrazovky.
2565,824,2025-03-16 13:46:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Jira?
2566,908,2025-04-04 13:01:00,Hardware,P3,open,Nefunguje mi monitor. Můžete se na to podívat?
2567,403,2024-09-11 13:07:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na VS Code?
2568,462,2025-03-22 09:15:00,Účet a přístup,P2,closed,Zapomněl/a jsem heslo do Slack.
2569,965,2024-02-11 10:01:00,Hardware,P2,closed,dock přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
2570,106,2025-01-20 14:29:00,Software,P2,closed,Po updatu Jira se mi rozbilo sdílení obrazovky.
2571,796,2024-12-09 08:30:00,Hardware,P3,closed,myš přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
2572,861,2024-04-14 12:10:00,Ostatní,P3,pending,Někdo mi v ledničce snědl oběd. Co s tím?
2573,596,2024-01-30 09:41:00,Účet a přístup,P4,pending,Zapomněl/a jsem heslo do interní portál.
2574,260,2024-02-12 09:03:00,Hardware,P2,closed,Nefunguje mi notebook. Můžete se na to podívat?
2575,803,2024-12-18 13:53:00,Ostatní,P1,closed,Nefunguje kávovar v 3. patře.
2576,837,2024-05-19 09:43:00,Hardware,P4,closed,myš přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
2577,463,2024-09-06 14:42:00,Software,P3,closed,Nejde mi nainstalovat Excel. Vyhazuje to chybu.
2578,40,2024-12-06 16:33:00,Účet a přístup,P2,closed,Zapomněl/a jsem heslo do interní portál.
2579,778,2024-04-01 13:26:00,Hardware,P4,pending,Nefunguje mi notebook. Můžete se na to podívat?
2580,338,2025-03-17 12:50:00,Software,P4,closed,Mohli byste mi prosím přidat licenci na Excel?
2581,839,2024-01-26 14:20:00,Software,P3,closed,Nejde mi nainstalovat Figma. Vyhazuje to chybu.
2582,340,2024-04-20 13:24:00,Software,P3,pending,Nejde mi nainstalovat Figma. Vyhazuje to chybu.
2583,140,2024-01-03 10:49:00,Ostatní,P3,pending,Klimatizace v open-spacu zase netáhne.
2584,486,2024-12-04 12:24:00,Hardware,P4,closed,Prosím o výměnu monitor — je už za zenitem.
2585,102,2024-10-21 08:00:00,Účet a přístup,P4,closed,Zapomněl/a jsem heslo do Jira.
2586,766,2024-09-05 09:23:00,Účet a přístup,P3,open,Můj VPN profil nefunguje od pondělí.
2587,656,2024-05-10 12:09:00,Software,P3,pending,Nejde mi nainstalovat VS Code. Vyhazuje to chybu.
2588,63,2024-07-12 10:07:00,Software,P3,closed,Po updatu Figma se mi rozbilo notifikace.
2589,803,2024-08-19 15:45:00,Účet a přístup,P4,closed,Můj VPN profil nefunguje od pondělí.
2590,461,2025-02-07 15:41:00,Software,P3,closed,Nejde mi nainstalovat Excel. Vyhazuje to chybu.
2591,359,2024-11-06 10:08:00,Hardware,P4,pending,Nefunguje mi klávesnice. Můžete se na to podívat?
2592,424,2025-01-03 16:19:00,Software,P3,closed,Po updatu Excel se mi rozbilo VPN integrace.
2593,121,2024-03-20 17:24:00,Software,P3,open,Mohli byste mi prosím přidat licenci na Jira?
2594,176,2024-06-27 15:49:00,Účet a přístup,P2,closed,Nemám přístup ke sdílenému disku týmu.
2595,371,2024-03-18 11:24:00,Software,P3,open,Nejde mi nainstalovat Slack. Vyhazuje to chybu.
2596,973,2024-09-26 12:10:00,Účet a přístup,P2,closed,Nemám přístup ke sdílenému disku týmu.
2597,317,2024-08-05 08:33:00,Účet a přístup,P4,pending,Nemám přístup ke sdílenému disku týmu.
2598,813,2024-08-11 13:22:00,Ostatní,P2,closed,Nefunguje kávovar v 3. patře.
2599,506,2024-01-12 09:43:00,Hardware,P2,closed,myš přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
2600,292,2024-05-07 16:51:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Jira?
2601,209,2025-03-02 15:51:00,Účet a přístup,P3,open,Zapomněl/a jsem heslo do interní portál.
2602,838,2024-05-17 12:37:00,Ostatní,P2,open,Někdo mi v ledničce snědl oběd. Co s tím?
2603,755,2024-11-01 09:59:00,Hardware,P3,closed,headset přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
2604,30,2024-07-27 15:32:00,Hardware,P4,closed,Nefunguje mi headset. Můžete se na to podívat?
2605,114,2024-02-24 12:37:00,Účet a přístup,P2,closed,Můj VPN profil nefunguje od pondělí.
2606,119,2024-02-25 12:23:00,Software,P3,open,Po updatu Figma se mi rozbilo notifikace.
2607,60,2025-04-12 10:07:00,Hardware,P2,closed,myš přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
2608,695,2024-05-05 10:32:00,Software,P4,closed,Nejde mi nainstalovat Jira. Vyhazuje to chybu.
2609,105,2024-12-20 17:06:00,Účet a přístup,P4,closed,Můj VPN profil nefunguje od pondělí.
2610,854,2025-02-20 12:11:00,Hardware,P3,pending,Nefunguje mi notebook. Můžete se na to podívat?
2611,698,2025-04-06 12:05:00,Hardware,P4,pending,Nefunguje mi myš. Můžete se na to podívat?
2612,183,2024-02-29 15:21:00,Hardware,P3,closed,Prosím o výměnu notebook — je už za zenitem.
2613,168,2024-12-25 13:21:00,Software,P2,pending,Nejde mi nainstalovat VS Code. Vyhazuje to chybu.
2614,506,2025-04-09 14:32:00,Ostatní,P4,open,Někdo mi v ledničce snědl oběd. Co s tím?
2615,376,2025-05-06 11:50:00,Účet a přístup,P4,closed,Nemám přístup ke sdílenému disku týmu.
2616,716,2025-02-04 12:51:00,Software,P4,closed,Po updatu Excel se mi rozbilo sdílení obrazovky.
2617,128,2025-03-06 11:19:00,Hardware,P3,pending,Nefunguje mi klávesnice. Můžete se na to podívat?
2618,95,2024-12-26 09:11:00,Účet a přístup,P1,closed,Můj VPN profil nefunguje od pondělí.
2619,404,2024-12-22 17:18:00,Software,P4,closed,Mohli byste mi prosím přidat licenci na Jira?
2620,160,2024-11-13 09:34:00,Hardware,P4,closed,Nefunguje mi myš. Můžete se na to podívat?
2621,426,2024-07-26 17:58:00,Účet a přístup,P3,closed,Zapomněl/a jsem heslo do Confluence.
2622,982,2025-04-07 14:18:00,Ostatní,P3,pending,Klimatizace v open-spacu zase netáhne.
2623,3,2024-09-25 17:23:00,Software,P4,open,Mohli byste mi prosím přidat licenci na Jira?
2624,670,2024-01-18 09:59:00,Ostatní,P2,closed,Klimatizace v open-spacu zase netáhne.
2625,356,2024-12-27 17:25:00,Ostatní,P3,closed,Někdo mi v ledničce snědl oběd. Co s tím?
2626,263,2025-03-19 09:04:00,Hardware,P3,closed,dock přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
2627,542,2024-06-27 13:28:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Excel?
2628,318,2024-08-04 09:12:00,Účet a přístup,P4,closed,Můj VPN profil nefunguje od pondělí.
2629,740,2024-09-19 17:52:00,Software,P3,closed,Nejde mi nainstalovat VS Code. Vyhazuje to chybu.
2630,411,2025-02-17 10:01:00,Hardware,P3,pending,notebook přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
2631,17,2024-06-25 12:04:00,Ostatní,P1,open,Někdo mi v ledničce snědl oběd. Co s tím?
2632,268,2024-12-19 13:33:00,Hardware,P2,pending,notebook přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
2633,725,2025-03-18 12:15:00,Software,P2,closed,Nejde mi nainstalovat Excel. Vyhazuje to chybu.
2634,971,2025-01-29 11:07:00,Software,P3,closed,Nejde mi nainstalovat VS Code. Vyhazuje to chybu.
2635,172,2024-03-03 16:51:00,Účet a přístup,P4,closed,Můj VPN profil nefunguje od pondělí.
2636,713,2025-03-18 16:34:00,Ostatní,P1,closed,Nefunguje kávovar v 3. patře.
2637,433,2024-03-26 09:37:00,Ostatní,P3,pending,Někdo mi v ledničce snědl oběd. Co s tím?
2638,656,2024-07-17 10:16:00,Hardware,P4,closed,Nefunguje mi monitor. Můžete se na to podívat?
2639,739,2025-01-16 08:19:00,Účet a přístup,P3,closed,Můj VPN profil nefunguje od pondělí.
2640,159,2024-01-06 17:12:00,Hardware,P3,pending,Prosím o výměnu notebook — je už za zenitem.
2641,365,2024-10-01 15:16:00,Účet a přístup,P1,closed,Můj VPN profil nefunguje od pondělí.
2642,174,2024-03-17 11:27:00,Software,P3,closed,Po updatu Excel se mi rozbilo VPN integrace.
2643,196,2024-01-19 11:02:00,Účet a přístup,P3,closed,Zapomněl/a jsem heslo do Confluence.
2644,598,2024-07-25 17:08:00,Účet a přístup,P3,closed,Zapomněl/a jsem heslo do Confluence.
2645,257,2024-05-24 10:19:00,Hardware,P3,open,notebook přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
2646,344,2025-02-09 17:29:00,Účet a přístup,P3,closed,Můj VPN profil nefunguje od pondělí.
2647,671,2024-10-19 16:00:00,Účet a přístup,P1,closed,Nemám přístup ke sdílenému disku týmu.
2648,475,2025-04-04 10:36:00,Účet a přístup,P3,closed,Nemám přístup ke sdílenému disku týmu.
2649,628,2024-12-18 16:25:00,Software,P2,closed,Nejde mi nainstalovat Jira. Vyhazuje to chybu.
2650,880,2024-06-20 11:58:00,Hardware,P1,closed,Nefunguje mi monitor. Můžete se na to podívat?
2651,402,2024-03-27 17:35:00,Software,P1,pending,Nejde mi nainstalovat Slack. Vyhazuje to chybu.
2652,462,2024-01-04 12:12:00,Software,P3,closed,Po updatu VS Code se mi rozbilo SSO login.
2653,9987,2025-04-01 11:03:00,Hardware,P4,pending,Nefunguje mi dock. Můžete se na to podívat?
2654,810,2025-02-01 09:27:00,Software,P3,closed,Po updatu Slack se mi rozbilo sdílení obrazovky.
2655,668,2024-11-22 14:03:00,Software,P4,closed,Mohli byste mi prosím přidat licenci na VS Code?
2656,379,2024-04-06 15:12:00,Software,P2,pending,Po updatu Jira se mi rozbilo VPN integrace.
2657,163,2024-04-24 08:28:00,Ostatní,P4,closed,Klimatizace v open-spacu zase netáhne.
2658,401,2024-12-11 13:04:00,Účet a přístup,P3,closed,Zapomněl/a jsem heslo do interní portál.
2659,681,2024-07-06 17:05:00,Software,P3,closed,Nejde mi nainstalovat Jira. Vyhazuje to chybu.
2660,954,2024-06-07 12:32:00,Software,P3,closed,Nejde mi nainstalovat Jira. Vyhazuje to chybu.
2661,806,2024-03-25 08:01:00,Software,P3,pending,Po updatu Excel se mi rozbilo sdílení obrazovky.
2662,433,2024-06-18 11:45:00,Software,P2,closed,Po updatu Figma se mi rozbilo notifikace.
2663,300,2024-05-17 11:28:00,Software,P3,pending,Po updatu Slack se mi rozbilo VPN integrace.
2664,176,2024-03-03 08:10:00,Účet a přístup,P3,closed,Můj VPN profil nefunguje od pondělí.
2665,436,2024-07-26 15:42:00,Účet a přístup,P2,closed,Zapomněl/a jsem heslo do Slack.
2666,967,2024-09-02 12:01:00,Hardware,P2,closed,Nefunguje mi myš. Můžete se na to podívat?
2667,378,2024-02-19 12:46:00,Software,P3,closed,Nejde mi nainstalovat Figma. Vyhazuje to chybu.
2668,121,2024-06-07 15:51:00,Účet a přístup,P4,closed,Můj VPN profil nefunguje od pondělí.
2669,199,2024-03-23 14:16:00,Ostatní,P3,closed,Někdo mi v ledničce snědl oběd. Co s tím?
2670,600,2024-04-27 11:43:00,Hardware,P3,open,Nefunguje mi notebook. Můžete se na to podívat?
2671,79,2025-02-26 08:40:00,Software,P2,pending,Nejde mi nainstalovat VS Code. Vyhazuje to chybu.
2672,224,2024-06-08 10:13:00,Hardware,P3,closed,Nefunguje mi klávesnice. Můžete se na to podívat?
2673,940,2024-01-02 11:23:00,Software,P2,pending,Nejde mi nainstalovat Jira. Vyhazuje to chybu.
2674,694,2024-11-06 15:56:00,Účet a přístup,P3,closed,Zapomněl/a jsem heslo do Slack.
2675,415,2024-03-31 09:33:00,Hardware,P2,closed,Prosím o výměnu myš — je už za zenitem.
2676,224,2024-10-20 08:07:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Slack?
2677,494,2024-06-24 08:51:00,Hardware,P4,closed,Nefunguje mi headset. Můžete se na to podívat?
2678,719,2024-06-15 09:48:00,Software,P3,closed,Nejde mi nainstalovat Jira. Vyhazuje to chybu.
